82.687	158.52	112.32
82.344	157.94	111.79
81.987	157.44	111.2
81.648	157.07	110.51
81.313	156.75	109.8
80.905	156.35	109.17
80.425	155.9	108.64
79.946	155.39	108.15
79.507	154.86	107.65
79.109	154.3	107.14
78.748	153.73	106.62
78.409	153.15	106.1
78.096	152.55	105.58
77.797	151.95	105.06
77.5	151.35	104.54
77.173	150.75	104.03
76.798	150.15	103.55
76.418	149.55	103.08
76.054	148.95	102.6
75.713	148.36	102.08
75.306	147.82	101.57
74.84	147.33	101.05
74.338	146.9	100.52
73.831	146.53	99.943
73.319	146.24	99.329
72.788	146.05	98.694
72.254	145.81	98.075
71.737	145.48	97.486
71.248	145.13	96.885
70.759	144.78	96.284
70.292	144.46	95.652
69.818	144.13	95.026
69.321	143.77	94.435
68.851	143.35	93.87
68.59	142.75	93.323
68.37	142.12	92.794
68.075	141.51	92.267
67.606	141.03	91.751
67.134	140.53	91.247
66.745	139.98	90.725
66.451	139.4	90.176
66.275	138.8	89.6
66.246	138.18	89.015
66.371	137.55	88.447
66.575	136.93	87.898
66.79	136.29	87.387
66.997	135.61	86.911
67.185	134.91	86.455
67.345	134.21	85.996
67.466	133.49	85.557
67.515	132.73	85.173
67.496	131.96	84.806
67.434	131.21	84.398
67.249	130.53	83.921
66.911	129.95	83.401
66.516	129.4	82.88
66.069	128.9	82.358
65.583	128.42	81.852
65.095	127.94	81.345
64.612	127.45	80.842
64.157	126.95	80.327
63.747	126.42	79.803
63.366	125.89	79.258
62.997	125.38	78.687
62.629	124.87	78.109
62.27	124.34	77.552
61.93	123.77	77.017
61.598	123.2	76.479
61.269	122.63	75.942
60.967	122.05	75.395
60.72	121.46	74.829
60.52	120.86	74.263
60.347	120.2	73.746
60.16	119.47	73.35
59.971	118.68	73.081
59.786	117.86	72.951
59.566	117.04	72.854
59.32	116.23	72.759
59.095	115.42	72.625
58.895	114.61	72.44
58.697	113.81	72.219
58.472	113.01	72.023
58.23	112.23	71.788
57.97	111.44	71.581
57.738	110.63	71.478
57.513	109.81	71.421
57.267	108.99	71.366
57.018	108.18	71.303
56.785	107.36	71.24
56.534	106.54	71.201
56.22	105.75	71.162
