39.984	132.83	93.236
40.831	132.78	93.208
41.678	132.78	93.148
42.52	132.84	93.056
43.358	132.92	92.944
44.196	132.94	92.806
45.028	132.91	92.642
45.84	132.75	92.448
46.618	132.48	92.239
47.381	132.15	92.052
48.136	131.79	91.908
48.868	131.37	91.783
49.59	130.94	91.674
50.326	130.52	91.586
51.077	130.12	91.563
51.836	129.75	91.647
52.587	129.4	91.846
53.317	129.09	92.148
54.033	128.79	92.493
54.734	128.48	92.866
55.425	128.17	93.252
56.07	127.76	93.621
56.553	127.14	93.956
56.827	126.36	94.161
56.989	125.53	94.308
57.049	124.69	94.402
57.047	123.84	94.503
56.994	122.99	94.608
56.917	122.15	94.706
56.811	121.31	94.797
56.681	120.47	94.887
56.561	119.63	94.984
56.454	118.79	95.09
56.368	117.95	95.193
56.3	117.1	95.286
56.229	116.25	95.368
56.144	115.41	95.449
56.05	114.56	95.53
55.956	113.72	95.61
55.862	112.87	95.691
55.788	112.03	95.804
55.752	111.2	95.977
55.75	110.37	96.203
55.749	109.55	96.43
55.749	108.73	96.658
55.749	107.9	96.886
55.749	107.08	97.113
55.749	106.26	97.341
55.749	105.44	97.568
55.75	104.61	97.794
55.751	103.79	98.02
55.752	102.97	98.246
55.752	102.14	98.472
55.753	101.32	98.697
55.752	100.5	98.921
55.752	99.673	99.145
55.751	98.849	99.368
55.734	98.015	99.549
55.695	97.169	99.661
55.648	96.318	99.706
55.617	95.465	99.699
55.6	94.613	99.652
55.619	93.763	99.567
55.671	92.923	99.427
55.743	92.097	99.222
55.806	91.27	99.02
55.868	90.446	98.805
55.929	89.631	98.56
55.986	88.821	98.294
56.034	88.017	98.014
56.055	87.224	97.698
56.053	86.46	97.319
56.035	85.735	96.869
55.955	85.062	96.352
55.807	84.428	95.801
55.609	83.835	95.222
55.411	83.288	94.6
55.226	82.793	93.932
55.055	82.352	93.224
54.896	81.965	92.482
54.736	81.656	91.705
54.537	81.413	90.914
54.286	81.229	90.122
53.982	81.097	89.339
53.628	81.001	88.571
53.234	80.924	87.821
52.821	80.826	87.084
52.401	80.673	86.36
51.982	80.485	85.645
51.57	80.31	84.921
51.171	80.117	84.195
50.786	79.875	83.477
50.401	79.599	82.77
50.007	79.279	82.087
49.606	78.968	81.404
49.195	78.731	80.698
48.78	78.597	79.968
48.331	78.479	79.256
47.826	78.388	78.578
47.253	78.336	77.952
46.665	78.393	77.341
46.078	78.551	76.747
45.478	78.732	76.172
44.879	78.913	75.596
44.302	79.137	75.013
43.669	79.358	74.49
42.972	79.565	74.05
42.236	79.751	73.668
41.48	79.927	73.322
40.702	80.058	73.007
39.915	80.143	72.7
39.124	80.212	72.397
38.34	80.348	72.102
37.561	80.537	71.821
36.778	80.71	71.54
35.98	80.777	71.257
35.178	80.752	70.979
34.38	80.715	70.692
33.588	80.695	70.386
