51.776	128.65	119.77
52.374	128.83	119.19
52.935	128.94	118.56
53.5	128.93	117.92
54.087	128.83	117.32
54.678	128.64	116.74
55.203	128.37	116.12
55.686	128.06	115.5
56.15	127.72	114.87
56.57	127.39	114.2
56.951	127.07	113.51
57.31	126.74	112.81
57.662	126.4	112.12
58.005	126.05	111.42
58.363	125.7	110.73
58.753	125.33	110.07
59.164	124.92	109.45
59.578	124.46	108.86
59.974	123.94	108.32
60.366	123.25	108
60.722	122.5	107.82
61.019	121.71	107.67
61.208	120.89	107.54
61.198	120.04	107.42
61.128	119.21	107.27
60.982	118.39	107.08
60.74	117.61	106.84
60.462	116.85	106.57
60.13	116.11	106.29
59.734	115.42	106
59.429	114.66	105.74
59.261	113.86	105.49
59.185	113.05	105.25
59.167	112.22	105.04
59.219	111.38	104.9
59.334	110.54	104.86
59.45	109.69	104.81
59.531	108.85	104.9
59.557	108.01	105.09
59.617	107.19	105.31
59.741	106.38	105.53
59.914	105.57	105.76
60.096	104.77	106
60.287	103.98	106.25
60.506	103.18	106.45
60.747	102.37	106.57
60.976	101.55	106.65
61.156	100.72	106.74
61.29	99.886	106.85
61.37	99.05	107.01
61.399	98.222	107.21
61.397	97.398	107.44
61.387	96.575	107.66
61.367	95.752	107.89
61.344	94.924	108.09
61.319	94.093	108.28
61.308	93.259	108.47
61.321	92.424	108.64
61.363	91.586	108.8
61.441	90.744	108.92
61.553	89.9	108.98
61.699	89.059	108.96
61.875	88.229	108.87
62.081	87.411	108.73
62.328	86.603	108.61
62.605	85.811	108.45
62.903	85.05	108.21
63.228	84.354	107.84
63.593	83.769	107.34
63.975	83.277	106.76
64.304	82.707	106.21
64.582	82.061	105.73
64.811	81.364	105.3
64.968	80.634	104.88
65.058	79.873	104.51
65.071	79.082	104.19
65.019	78.276	103.91
64.908	77.472	103.65
64.702	76.685	103.39
64.385	75.934	103.14
63.996	75.225	102.87
63.591	74.544	102.56
63.154	73.878	102.26
62.669	73.212	102.05
51.006	128.6	118.18
51.712	128.7	117.72
52.421	128.7	117.25
53.126	128.61	116.78
53.797	128.47	116.28
54.411	128.24	115.73
54.971	127.96	115.16
55.48	127.65	114.55
55.917	127.34	113.89
56.305	127.03	113.2
56.679	126.74	112.49
57.051	126.44	111.79
57.414	126.12	111.09
57.799	125.79	110.4
58.213	125.46	109.74
58.651	125.09	109.11
59.094	124.67	108.51
59.519	124.2	107.94
59.912	123.63	107.45
60.288	122.93	107.14
60.635	122.17	106.97
60.895	121.36	106.86
61.019	120.52	106.76
60.999	119.67	106.67
60.905	118.84	106.53
60.718	118.03	106.33
60.447	117.25	106.11
60.13	116.49	105.88
59.756	115.76	105.65
59.395	115.03	105.4
59.17	114.24	105.17
59.046	113.43	104.94
58.99	112.61	104.71
58.995	111.77	104.55
59.08	110.93	104.47
59.18	110.08	104.49
59.247	109.24	104.61
59.294	108.41	104.82
59.393	107.59	105.04
59.543	106.78	105.25
59.707	105.97	105.46
59.878	105.16	105.69
60.063	104.35	105.9
60.268	103.54	106.05
60.48	102.72	106.14
60.666	101.89	106.23
60.824	101.06	106.34
60.945	100.22	106.48
61.007	99.393	106.66
61.011	98.569	106.89
60.998	97.746	107.11
60.964	96.923	107.34
60.923	96.098	107.55
60.89	95.268	107.75
60.867	94.434	107.93
60.877	93.596	108.09
60.923	92.754	108.22
61.006	91.911	108.33
61.123	91.067	108.38
61.27	90.226	108.37
61.45	89.397	108.27
61.667	88.591	108.09
61.91	87.806	107.86
62.166	87.041	107.58
62.437	86.328	107.2
62.708	85.69	106.7
62.938	85.082	106.15
63.142	84.487	105.57
63.322	83.869	105.02
63.446	83.214	104.48
63.483	82.533	103.97
63.452	81.831	103.49
63.383	81.108	103.04
63.28	80.364	102.64
63.113	79.595	102.31
62.902	78.828	102
62.655	78.067	101.7
62.418	77.298	101.42
62.164	76.525	101.17
61.863	75.76	100.94
61.553	74.982	100.78
61.27	74.179	100.74
61.024	73.363	100.79
60.875	72.547	100.99
60.868	71.775	101.35
60.965	71.047	101.78
61.04	70.3	102.19
61.065	69.53	102.56
