40.377	132.91	97.725
41.052	133.03	97.225
41.722	133.11	96.707
42.4	133.17	96.198
43.087	133.26	95.706
43.801	133.37	95.259
44.536	133.49	94.852
45.285	133.62	94.473
46.074	133.6	94.16
46.865	133.43	93.899
47.644	133.16	93.687
48.412	132.83	93.541
49.17	132.45	93.46
49.924	132.06	93.425
50.67	131.65	93.446
51.41	131.24	93.522
52.158	130.85	93.638
52.905	130.48	93.807
53.637	130.11	94.032
54.342	129.72	94.31
54.999	129.31	94.654
55.616	128.87	95.039
56.175	128.36	95.436
56.556	127.71	95.837
56.833	127.01	96.236
56.975	126.25	96.597
56.996	125.45	96.892
56.972	124.6	96.995
56.946	123.75	96.986
56.917	122.9	96.937
56.873	122.05	96.878
56.803	121.2	96.807
56.717	120.35	96.751
56.623	119.5	96.708
56.548	118.65	96.7
56.517	117.8	96.74
56.525	116.95	96.82
56.488	116.1	96.903
56.407	115.26	96.985
56.313	114.41	97.065
56.219	113.57	97.146
56.134	112.72	97.235
56.098	111.88	97.369
56.11	111.05	97.548
56.142	110.21	97.719
56.186	109.37	97.872
56.234	108.53	98.017
56.279	107.69	98.167
56.321	106.85	98.322
56.354	106.02	98.493
56.378	105.18	98.679
56.395	104.35	98.878
56.403	103.53	99.092
56.404	102.71	99.318
56.405	101.88	99.545
56.405	101.06	99.771
56.406	100.24	99.997
56.407	99.413	100.22
56.405	98.586	100.43
56.393	97.748	100.6
56.374	96.903	100.72
56.348	96.053	100.8
56.312	95.201	100.84
56.291	94.348	100.83
56.27	93.494	100.82
56.312	92.644	100.74
56.41	91.808	100.61
56.495	90.977	100.43
56.569	90.151	100.23
56.637	89.327	100.01
56.697	88.514	99.757
56.745	87.716	99.458
56.788	86.929	99.132
56.827	86.146	98.795
56.864	85.368	98.445
56.891	84.607	98.061
56.911	83.868	97.635
56.921	83.154	97.168
56.916	82.47	96.659
56.895	81.819	96.108
56.86	81.206	95.517
56.805	80.636	94.885
56.728	80.12	94.212
56.644	79.659	93.501
56.566	79.222	92.774
56.484	78.801	92.038
56.381	78.413	91.287
56.242	78.082	90.515
56.061	77.809	89.729
55.815	77.587	88.945
55.505	77.405	88.174
55.155	77.253	87.414
54.805	77.141	86.647
54.448	77.055	85.879
54.093	76.988	85.109
53.75	76.934	84.333
53.418	76.884	83.551
53.046	76.837	82.787
52.646	76.776	82.039
52.233	76.686	81.301
51.818	76.578	80.567
51.402	76.47	79.833
50.987	76.363	79.098
50.571	76.256	78.364
50.156	76.149	77.629
49.708	76.024	76.918
49.226	75.87	76.234
48.732	75.692	75.566
48.248	75.495	74.895
47.778	75.297	74.214
47.324	75.094	73.525
46.89	74.853	72.834
46.47	74.617	72.133
46.052	74.368	71.435
45.631	74.041	70.773
45.198	73.608	70.182
44.748	73.111	69.657
44.263	72.589	69.193
43.709	72.081	68.795
43.091	71.608	68.453
42.458	71.136	68.136
41.803	70.678	67.847
41.129	70.243	67.566
