85.328	142.25	105.26
84.509	142.04	105.34
83.665	141.96	105.32
82.835	142.05	105.17
82.069	142.25	104.86
81.338	142.5	104.5
80.636	142.75	104.09
79.895	142.8	103.68
79.162	142.61	103.29
78.482	142.27	102.92
77.831	141.85	102.57
77.198	141.39	102.24
76.598	140.89	101.9
76.02	140.41	101.5
75.457	139.95	101.06
74.916	139.49	100.59
74.422	139.03	100.07
74.02	138.54	99.506
73.736	138.02	98.892
73.628	137.45	98.265
73.715	136.85	97.667
73.989	136.24	97.139
74.415	135.6	96.763
74.899	134.95	96.514
75.393	134.28	96.34
75.895	133.6	96.193
76.4	132.92	96.126
76.727	132.16	96.353
76.95	131.41	96.684
77.117	130.67	97.082
77.264	129.95	97.517
77.482	129.2	97.848
77.738	128.43	98.115
77.998	127.67	98.401
78.251	126.93	98.737
78.485	126.2	99.129
78.723	125.47	99.486
78.949	124.71	99.805
79.124	123.92	100.08
79.22	123.1	100.31
79.249	122.27	100.49
79.277	121.44	100.67
79.303	120.6	100.85
79.329	119.77	101.03
79.357	118.93	101.21
79.391	118.1	101.37
79.438	117.25	101.48
79.499	116.4	101.53
79.565	115.55	101.58
79.63	114.7	101.64
79.696	113.85	101.71
79.766	113	101.78
79.838	112.16	101.86
79.879	111.31	101.91
79.889	110.45	101.89
79.887	109.6	101.82
79.889	108.75	101.77
79.886	107.9	101.7
79.866	107.05	101.66
79.836	106.19	101.63
79.806	105.34	101.6
79.787	104.49	101.55
79.781	103.64	101.49
79.749	102.78	101.47
79.702	101.93	101.5
79.643	101.08	101.57
79.555	100.24	101.64
79.448	99.393	101.72
79.342	98.55	101.79
79.246	97.705	101.87
79.167	96.857	101.93
79.12	96.006	101.97
79.118	95.152	101.99
79.148	94.299	102.01
79.176	93.446	102.01
79.191	92.593	101.97
79.196	91.742	101.9
79.199	90.894	101.81
79.226	90.05	101.67
79.221	89.212	101.51
79.175	88.383	101.31
79.093	87.567	101.08
78.948	86.774	100.8
78.798	85.999	100.47
78.702	85.231	100.12
78.663	84.451	99.773
78.6	83.67	99.434
78.535	82.89	99.095
78.446	82.14	98.699
78.331	81.436	98.231
78.268	80.747	97.733
78.323	80.039	97.261
78.426	79.298	96.85
78.489	78.55	96.443
78.53	77.81	96.021
78.645	77.091	95.577
78.794	76.397	95.104
